type_debris,waste_quantity,pickup_name,pickup_address,pickup_city,pickup_state,pickup_zip,pickup_lat,pickup_lng,pickup_geocode_confidence,generator_address,generator_city,generator_state,generator_zip,transporter_name,receiving_name,receiving_address,receiving_city,receiving_state,receiving_zip,receiving_lat,receiving_lng,receiving_geocode_confidence
Mix/Other,30 Tons,Unknown,2856 Webster Avenue,Bronx,NY,10458,40.8664474,-73.8840807,confirmed,7 Penn Plaza,New York,NY,10001,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Cubic Yards,Unknown,2856 Webster Avenue,Bronx,NY,10458,40.8664474,-73.8840807,confirmed,7 Penn Plaza,New York,NY,10001,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Unknown,2856 Webster Avenue,Bronx,NY,10458,40.8664474,-73.8840807,confirmed,7 Penn Plaza,New York,NY,10001,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Cubic Yards,Unknown,31-01 20th Avenue,Astoria,NY,11105,40.7798585,-73.9057633,confirmed,31-01 20th Avenue,Astoria,NY,11105,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,25 Cubic Yards,AKA 1521 Inwood Avenue,1518-1530 Macombs Road,Bronx,NY,10452,40.842718,-73.917764,confirmed,1501 Broadway,New York,NY,10036,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,Unknown,Unknown,2856 Webster Avenue,Bronx,NY,10458,40.8664474,-73.8840807,confirmed,7 Penn Plaza,Bronx,NY,10001,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,24 Cubic Yards,AKA 1521 Inwood Avenue,1518-1530 Macombs Road,Bronx,NY,10452,40.842718,-73.917764,confirmed,1501 Broadway,New York,NY,10036,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,24 Cubic Yards,AKA 1521 Inwood Avenue,1518-1530 Macombs Road,Bronx,NY,10452,40.842718,-73.917764,confirmed,1501 Broadway,New York,NY,10036,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,25 Cubic Yards,AKA 1521 Inwood Avenue,1518-1530 Macombs Road,Bronx,NY,10452,40.842718,-73.917764,confirmed,1501 Broadway,New York,NY,10036,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Cubic Yards,2856 Webster Avenue,2856 Webster Avenue,Bronx,NY,10458,40.8664474,-73.8840807,confirmed,7 Penn Plaza New York 10001,New York,NY,10001,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,4 Cubic Yards,Unknown,31-01 20th Avenue,Astoria,NY,11105,40.7798585,-73.9057633,confirmed,31-01 20th Avenue,Astoria,NY,11105,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,2 Cubic Yards,Unknown,31-01 20th Avenue,Astoria,NY,11105,40.7798585,-73.9057633,confirmed,31-01 20th Avenue,Astoria,NY,11105,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Construction Waste,30 Cubic Yards,Unknown,32-49 49th Street,Long Island City,NY,11103,40.754179,-73.91264,confirmed,32-49 49th Street Long Island City NY 11103,Long Island City,NY,11103,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Limited-Use Fill,25 Cubic Yards,Unknown,32-49 49th Street,Long Island City,NY,11103,40.754179,-73.91264,confirmed,32-49 49th Street,Long Island City,NY,11103,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,American Airlines Hangars 3 & 5,LaGuardia Airport,Flushing,NY,11371,40.7647238,-73.8306716,unconfirmed,LaGuardia Airport Flushing NY 11371,Flushing,NY,11371,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Cubic Yards,VA NY Harbor Healthcare System,800 Poly Place,Brooklyn,NY,11209,40.6084279,-74.0240357,confirmed,800 Poly Place,Brooklyn,NY,11209,"Asbestos Transportation Company, Inc. (ATC)",Minerva Enterprises,8955 Minerva Road,Waynesburg,OH,44688,40.6787942,-81.23995,confirmed
Mix/Other,30 Cubic Yards,American Airlines Hangars 3 & 5,LaGuardia Airport,Flushing,NY,11371,40.7647238,-73.8306716,unconfirmed,LaGuardia Airport,Flushing,NY,11371,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Cubic Yards,VA NY Harbor Healthcare System,800 Poly Place,Brooklyn,NY,11209,40.6084279,-74.0240357,confirmed,800 Poly Place,Brooklyn,NY,11209,"Asbestos Transportation Company, Inc. (ATC)",Minerva Enterprises,8955 Minerva Road,Waynesburg,OH,44688,40.6787942,-81.23995,confirmed
Mix/Other,30 Tons,Commercial,11-24 31st Dr,Astoria,NY,11106,40.7680354,-73.9350645,confirmed,1303 53rd St Brooklyn NY 11219,Brooklyn,NY,11219,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,211720 Tons,Marine Bridge B/T Brooklyn & Queens,3365 Richmond Terrace,Staten Island,NY,10303,40.642899,-74.1707969,confirmed,2 Broadway,New York,NY,10004,"Asbestos Transportation Company, Inc. (ATC)",Minerva Enterprises,8955 Minerva Road,Waynesburg,OH,44688,40.6787942,-81.23995,confirmed
Mix/Other,Unconfirmed,Marine Bridge B/T Brooklyn & Queens,3365 Richmond Terrace,Staten Island,NY,10303,40.642899,-74.1707969,confirmed,2 Broadway,New York,NY,10004,"Asbestos Transportation Company, Inc. (ATC)",Minerva Enterprises,8955 Minerva Road,Waynesburg,OH,44688,40.6787942,-81.23995,confirmed
Mix/Other,30 Tons,American Airlines Hangars 3 & 5,LaGuardia Airport,Flushing,NY,11371,40.7647238,-73.8306716,unconfirmed,LaGuardia Airport Flushing NY 11371,Flushing,NY,11371,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,American Airlines Hangars 3 & 5,LaGuardia Airport,Flushing,NY,11371,40.7647238,-73.8306716,unconfirmed,LaGuardia Airport,Flushing,NY,11371,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Cubic Yards,Atlantic Shorefront Groins Project,1-40 Beach 142nd St,Far Rockaway,NY,11691,40.5700104,-73.8570669,confirmed,441 G Street NW Washington DC 20314,Washington,NY,20314,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,20 Cubic Yards,Atlantic Shorefront Grains Project,1-40 Beach 142nd St,Far Rockaway,NY,11691,40.5700104,-73.8570669,confirmed,441 G Street NW Washington DC 20314,Washington,NY,20314,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Cubic Yards,Marine Bridge B/T Brooklyn & Queens,3365 Richmond Terrace,Staten Island,NY,10303,40.642899,-74.1707969,confirmed,2 Broadway New York,New York,NY,10004,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Cubic Yards,Atlantic Shorefront Groins Project,1-40 Beach 142nd St,Far Rockaway,NY,11691,40.5700104,-73.8570669,confirmed,441 G Street NW DC 20314,Washington,NY,20314,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,20 Cubic Yards,Atlantic Shorefront Groins Project,1-40 Beach 142nd St,Far Rockaway,NY,11691,40.5700104,-73.8570669,confirmed,441 G Street NW Washington DC 20314,Washington,NY,20314,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Cubic Yards,Marine Bridge B/T Brooklyn & Queens,3365 Richmond Terrace,Staten Island,NY,10303,40.642899,-74.1707969,confirmed,2 Broadway,New York,NY,10004,"Asbestos Transportation Company, Inc. (ATC)",Minerva Enterprises,8955 Minerva Road,Waynesburg,OH,44688,40.6787942,-81.23995,confirmed
Mix/Other,212086 Cubic Yards,Marine Bridge B/T Brooklyn & Queens,3365 Richmond Terrace,Staten Island,NY,10303,40.642899,-74.1707969,confirmed,2 Broadway New York NY 10004,New York,NY,10004,"Asbestos Transportation Company, Inc. (ATC)",Minerva Enterprises,8955 Minerva Road,Waynesburg,OH,44688,40.6787942,-81.23995,confirmed
Mix/Other,30 Cubic Yards,Marine Bridge B/T Brooklyn & Queens,3365 Richmond Terrace,Staten Island,NY,10303,40.642899,-74.1707969,confirmed,2 Broadway 2B,New York,NY,10004,"Asbestos Transportation Company, Inc. (ATC)",Minerva Enterprises,8955 Minerva Road,Waynesburg,OH,44688,40.6787942,-81.23995,confirmed
Mix/Other,Unknown,Marine Bridge B/T Brooklyn & Queens,3365 Richmond Terrace,Staten Island,NY,10303,40.642899,-74.1707969,confirmed,2 Broadway,New York,NY,10004,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Cubic Yards,Marine Bridge B/T Brooklyn & Queens,3365 Richmond Terrace,Staten Island,NY,10303,40.642899,-74.1707969,confirmed,2 Broadway New York NY 10004,New York,NY,10004,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Marine Bridge B/T Brooklyn & Queens,3365 Richmond Terrace,Staten Island,NY,10303,40.642899,-74.1707969,confirmed,2 Broadway,New York,NY,10004,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,Unconfirmed,Marine Bridge B/T Brooklyn & Queens,3365 Richmond Terrace,Staten Island,NY,10303,40.642899,-74.1707969,confirmed,2 Broadway New York NY 10004,New York,NY,10004,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Cubic Yards,Marine Bridge B/T Brooklyn & Queens,3365 Richmond Terrace,Staten Island,NY,10303,40.642899,-74.1707969,confirmed,2 Broadway New York,New York,NY,10004,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,Unconfirmed,American Airlines Hangars 3 & 5,LaGuardia Airport,Flushing,NY,11371,40.7647238,-73.8306716,unconfirmed,LaGuardia Airport,Flushing,NY,11371,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Cubic Yards,Marine Bridge B/T Brooklyn & Queens,3365 Richmond Terrace,Staten Island,NY,10303,40.642899,-74.1707969,confirmed,2 Broadway,New York,NY,10004,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Marine Bridge B/T Brooklyn & Queens,3365 Richmond Terrace,Staten Island,NY,10303,40.642899,-74.1707969,confirmed,2 Broadway,New York,NY,10004,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Cubic Yards,Marine Bridge B/T Brooklyn & Queens,3365 Richmond Terrace,Staten Island,NY,10303,40.642899,-74.1707969,confirmed,2 Broadway,New York,NY,10004,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,Unconfirmed,Marine Bridge B/T Brooklyn & Queens,3365 Richmond Terrace,Staten Island,NY,10303,40.642899,-74.1707969,confirmed,2 Broadway,New York,NY,10004,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Marine Bridge B/T Brooklyn & Queens,3365 Richmond Terrace,Staten Island,NY,10303,40.642899,-74.1707969,confirmed,2 Broadway,New York,NY,10004,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,212454 Tons,Marine Bridge B/T Brooklyn & Queens,3365 Richmond Terrace,Staten Island,NY,10303,40.642899,-74.1707969,confirmed,2 Broadway New York,New York,NY,10004,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Unknown,202 Tillary St,Brooklyn,NY,11201,40.695291,-73.9822459,confirmed,15 Berbana Ave; Suite 200,Floral Park,NY,11001,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Unknown,202 Tillary St,Brooklyn,NY,11201,40.695291,-73.9822459,confirmed,15 Berbana Ave; Suite 200,Floral Park,NY,11001,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Cubic Yards,Unknown,202 Tillary St,Brooklyn,NY,11201,40.695291,-73.9822459,confirmed,15 Berbana Ave; Suite 200,Floral Park,NY,11001,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Cubic Yards,Unknown,202 Tillary St,Brooklyn,NY,11201,40.695291,-73.9822459,confirmed,15 Berbana Ave; Suite 200,Floral Park,NY,11001,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Jamaica Armory,93-05 168th St,Jamaica,NY,11433,40.7048805,-73.7897962,confirmed,34th flr/Corning Tower/ESP,Albany,NY,12242,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Cubic Yards,Jamaica Armory,93-05 168th St,Jamaica,NY,11433,40.7048805,-73.7897962,confirmed,34th fir/Corning Tower/ESP Albany,Albany,NY,12242,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Jamaica Armory,93-05 168th St,Jamaica,NY,11433,40.7048805,-73.7897962,confirmed,34th flr/Corning Tower/ESP,Albany,NY,12242,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Jamaica Armory,93-05 168th St,Jamaica,NY,11433,40.7048805,-73.7897962,confirmed,34th flr/Corning Tower/ESP Albany NY,Albany,NY,12242,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Jamaica Armory,93-05 168th St,Jamaica,NY,11433,40.7048805,-73.7897962,confirmed,34th fir/Corning Tower/ESP,Albany,NY,12242,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Jamaica Armory,93-05 168th St,Jamaica,NY,11433,40.7048805,-73.7897962,confirmed,34th fir/Corning Tower/ESP Albany 12242,Jamaica,NY,11433,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Jamaica Armory,93-05 168th St,Jamaica,NY,11433,40.7048805,-73.7897962,confirmed,34th flr/Corning Tower/ESP Albany NY 12242,Albany,NY,12242,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Jamaica Armory,93-05 168th St,Jamaica,NY,11433,40.7048805,-73.7897962,confirmed,34th fir/Corning Tower/ESP,Albany,NY,12242,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Jamaica Armory,93-05 168th St,Jamaica,NY,11433,40.7048805,-73.7897962,confirmed,34th flr/Corning Tower/ESP,Albany,NY,12242,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Jamaica Armory,93-05 168th St,Jamaica,NY,11433,40.7048805,-73.7897962,confirmed,34th fir/Corning Tower/ESP Albany NY 12242,Albany,NY,12242,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Jamaica Armory,93-05 168th St,Jamaica,NY,11433,40.7048805,-73.7897962,confirmed,34th fir/Corning Tower/ESP Albany 12242,Albany,NY,12242,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Jamaica Armory,93-05 168th St,Jamaica,NY,11433,40.7048805,-73.7897962,confirmed,34th fir/Corning Tower/ESP Albany NY 12242,Albany,NY,12242,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Cubic Yards,Jamaica Armory,93-05 168th St,Jamaica,NY,11433,40.7048805,-73.7897962,confirmed,34th fir/Corning Tower/ESP,Albany,NY,12242,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Jamaica Armory,93-05 168th St,Jamaica,NY,11433,40.7048805,-73.7897962,confirmed,34th flr/Corning Tower/ESP,Albany,NY,12242,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Jamaica Armory,93-05 168th St,Jamaica,NY,11433,40.7048805,-73.7897962,confirmed,34th flr/Corning Tower/ESP,Albany,NY,12242,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Jamaica Armory,93-05 168th St,Jamaica,NY,11433,40.7048805,-73.7897962,confirmed,34th fir/Corning Tower/ESP,Albany,NY,12242,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Unknown,202 Tillary St,Brooklyn,NY,11201,40.695291,-73.9822459,confirmed,15 Berbana Ave; Suite 200 Floral Park NY 11001,Brooklyn,NY,11201,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,30 Tons,Unknown,202 Tillary St,Brooklyn,NY,11201,40.695291,-73.9822459,confirmed,15 Berbana Ave; Suite 200 Floral Park NY 11001,Brooklyn,NY,11201,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,40 Cubic Yards,Unknown,424 East 90th Street,New York,NY,Unknown,40.7786547,-73.9460537,unconfirmed,100 West 18th Street New York NY 10011,New York,NY,10128,"Asbestos Transportation Company, Inc. (ATC)",Minerva Enterprises,8955 Minerva Road,Waynesburg,OH,44688,40.6787942,-81.23995,confirmed
Mix/Other,30 Tons,Jamaica Armory,93-05 168th St,Jamaica,NY,11433,40.7048805,-73.7897962,confirmed,34th fir/Corning Tower/ESP Albany NY 12242,Albany,NY,12242,"Asbestos Transportation Company, Inc. (ATC)",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
